County_Num,County_Full,State_1,MostCom_Crop_Count,Crop,County,Average_Rec,Max_Rec,Notes and URL,Time_Checked,OBJECTID,FID_1,COUNT,AREA,MeanDeltaTimesTen,RF_minus_avg_rec_mean,STDDeltaTimesTen,RF_minus_avg_rec_STD,MEANRFtimesTen,MeanRF,STDRFtimesTen,STDRF,Total_Sum,Sum_Under_Average,Percentage_Under_Average,Hectares_Under,Acres_Under,Total_Sum,Sum_Under_Max,Percentage_Under_Max,Hectares_Under,Acres_Under
300,San Juan County,Colorado,309,Other Hay/Non Alfalfa,San Juan,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",270,300,12,10800,-11.58333333,-1.158333333,1.552328001,0.1552328,54.41666667,5.441666667,1.552328001,0.1552328,12,12,100,1.08,2.668735761,12,12,100,1.08,2.668735761
301,San Miguel County,Colorado,42890,Alfalfa,San Miguel,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",271,301,41523,37370700,5.27512463,0.527512463,3.187011911,0.318701191,71.27512463,7.127512463,3.187011911,0.318701191,41523,1509,3.634130482,135.81,335.5935219,41523,26395,63.56717964,2375.55,5870.1067
302,Sedgwick County,Colorado,377015,Corn,Sedgwick,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",272,302,894558,805102200,3.237986805,0.32379868,3.134033878,0.313403388,69.2379868,6.92379868,3.134033878,0.313403388,894558,20579,2.300465705,1852.11,4576.659435,894558,755462,84.45086847,67991.58,168010.7046
303,Summit County,Colorado,213,Alfalfa,Summit,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",273,303,5954,5358600,-6.158045012,-0.615804501,3.582425462,0.358242546,59.84195499,5.984195499,3.582425462,0.358242546,5954,4669,78.41787034,420.21,1038.360605,5954,5954,100,535.86,1324.137727
304,Teller County,Colorado,672,Other Hay/Non Alfalfa,Teller,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",274,304,490,441000,-3.27755102,-0.327755102,1.98064773,0.198064773,62.72244898,6.272244898,1.98064773,0.198064773,490,479,97.75510204,43.11,106.5270358,490,490,100,44.1,108.9733769
305,Washington County,Colorado,1067959,Winter Wheat,Washington,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",275,305,3541096,3186986400,5.278986223,0.527898622,1.546664166,0.154666417,71.27898622,7.127898622,1.546664166,0.154666417,3541096,0,0,0,0,3541096,1751895,49.47324218,157670.55,389612.0696
306,Weld County,Colorado,659068,Corn,Weld,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",276,306,2948228,2653405200,7.028866831,0.702886683,2.132386319,0.213238632,73.02886683,7.302886683,2.132386319,0.213238632,2948228,33727,1.143975296,3035.43,7500.70425,2948228,469947,15.93998158,42295.23,104513.697
307,Yuma County,Colorado,1209189,Corn,Yuma,6.6,7.2,Range of 6-7.2 optimal range for most plants in CO: https://cmg.extension.colostate.edu/wp-content/uploads/sites/59/2021/03/Soil-Results-Table.pdf ,"""September 2024""",277,307,2404314,2163882600,4.179598006,0.417959801,1.378338368,0.137833837,70.17959801,7.017959801,1.378338368,0.137833837,2404314,5670,0.235826103,510.3,1260.977647,2404314,2022062,84.10141105,181985.58,449695.7641
308,Fairfield County,Connecticut,8018,Other Hay/Non Alfalfa,Fairfield,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",278,308,31651,28485900,-21.45894285,-2.145894285,3.643228795,0.36432288,47.54105715,4.754105715,3.643228795,0.36432288,31651,31651,100,2848.59,7039.012963,31651,31651,100,2848.59,7039.012963
309,Hartford County,Connecticut,44187,Other Hay/Non Alfalfa,Hartford,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",279,309,155854,140268600,-17.26954072,-1.726954072,3.664630472,0.366463047,51.73045928,5.173045928,3.664630472,0.366463047,155854,155854,100,14026.86,34661.09527,155854,155854,100,14026.86,34661.09527
310,Litchfield County,Connecticut,107410,Other Hay/Non Alfalfa,Litchfield,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",280,310,245535,220981500,-19.52871077,-1.952871077,3.766919314,0.376691931,49.47128923,4.947128923,3.766919314,0.376691931,245535,245535,100,22098.15,54605.66958,245535,245535,100,22098.15,54605.66958
311,Middlesex County,Connecticut,11952,Other Hay/Non Alfalfa,Middlesex,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",281,311,43688,39319200,-16.8782961,-1.68782961,2.713051041,0.271305104,52.1217039,5.21217039,2.713051041,0.271305104,43688,43688,100,3931.92,9715.977325,43688,43688,100,3931.92,9715.977325
312,New Haven County,Connecticut,18997,Other Hay/Non Alfalfa,New Haven,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",282,312,53977,48579300,-16.66961854,-1.666961854,2.833235075,0.283323508,52.33038146,5.233038146,2.833235075,0.283323508,53977,53977,100,4857.93,12004.19585,53977,53977,100,4857.93,12004.19585
313,New London County,Connecticut,51031,Other Hay/Non Alfalfa,New London,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",283,313,134593,121133700,-17.59179155,-1.759179155,2.804037168,0.280403717,51.40820845,5.140820845,2.804037168,0.280403717,134593,134593,100,12113.37,29932.76268,134593,134593,100,12113.37,29932.76268
314,Tolland County,Connecticut,39229,Other Hay/Non Alfalfa,Tolland,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",284,314,95600,86040000,-17.94502092,-1.794502092,3.107126762,0.310712676,51.05497908,5.105497908,3.107126762,0.310712676,95600,95600,100,8604,21260.92823,95600,95600,100,8604,21260.92823
315,Windham County,Connecticut,73990,Other Hay/Non Alfalfa,Windham,6.9,7,Range from 6.8-7; averaged. https://soiltesting.cahnr.uconn.edu/wp-content/uploads/sites/3514/2022/06/Plant-pH-Preferences-List.pdf,"""September 2024""",285,315,137996,124196400,-20.6887446,-2.06887446,3.672158171,0.367215817,48.3112554,4.83112554,3.672158171,0.367215817,137996,137996,100,12419.64,30689.57167,137996,137996,100,12419.64,30689.57167
316,Kent County,Delaware,267500,Soybeans,Kent,6,6,https://www.udel.edu/content/dam/udelImages/canr/pdfs/extension/factsheets/AGR-Soybean_Full.pdf,"""September 2024""",286,316,742011,667809900,-9.026782622,-0.902678262,3.125143084,0.312514308,50.97321738,5.097321738,3.125143084,0.312514308,742011,742011,100,66780.99,165019.2742,742011,742011,100,66780.99,165019.2742
317,New Castle County,Delaware,93542,Soybeans,New Castle,6,6,https://www.udel.edu/content/dam/udelImages/canr/pdfs/extension/factsheets/AGR-Soybean_Full.pdf,"""September 2024""",287,317,286692,258022800,-7.20424009,-0.720424009,2.472066345,0.247206635,52.79575991,5.279575991,2.472066345,0.247206635,286692,286692,100,25802.28,63758.76605,286692,286692,100,25802.28,63758.76605
318,Sussex County,Delaware,483584,Corn,Sussex,6,6,https://www.udel.edu/content/dam/udelImages/canr/pdfs/extension/factsheets/AGR-Grain-Corn.pdf,"""September 2024""",288,318,1097989,988190100,-10.85044386,-1.085044386,2.308149978,0.230814998,49.14955614,4.914955614,2.308149978,0.230814998,1097989,1097989,100,98819.01,244186.8757,1097989,1097989,100,98819.01,244186.8757
319,District of Columbia,District of Columbia,483584,Corn,Sussex,6,6,https://www.udel.edu/content/dam/udelImages/canr/pdfs/extension/factsheets/AGR-Grain-Corn.pdf,"""September 2024""",289,319,120,108000,-7.008333333,-0.700833333,0.329034784,0.032903478,52.99166667,5.299166667,0.329034784,0.032903478,120,120,100,10.8,26.68735761,120,120,100,10.8,26.68735761
320,Alachua County,Florida,114838,Other Hay/Non Alfalfa,Alachua,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",290,320,675685,608116500,-7.930297402,-0.79302974,2.738287093,0.273828709,52.0697026,5.20697026,2.738287093,0.273828709,675685,675685,100,60811.65,150268.7269,675685,675685,100,60811.65,150268.7269
321,Baker County,Florida,6731,Other Hay/Non Alfalfa,Baker,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",291,321,73928,66535200,-13.01823396,-1.301823396,2.642972227,0.264297223,46.98176604,4.698176604,2.642972227,0.264297223,73928,73928,100,6653.52,16441.19144,73928,73928,100,6653.52,16441.19144
322,Bay County,Florida,7953,Other Hay/Non Alfalfa,Bay,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",292,322,43279,38951100,-13.16532267,-1.316532267,1.968807077,0.196880708,46.83467733,4.683467733,1.968807077,0.196880708,43279,43279,100,3895.11,9625.017915,43279,43279,100,3895.11,9625.017915
323,Bradford County,Florida,12558,Other Hay/Non Alfalfa,Bradford,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",293,323,140626,126563400,-12.49293872,-1.249293872,2.558506428,0.255850643,47.50706128,4.750706128,2.558506428,0.255850643,140626,140626,100,12656.34,31274.46959,140626,140626,100,12656.34,31274.46959
324,Brevard County,Florida,12019,Oranges,Brevard,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",294,324,367067,330360300,-9.261138975,-0.926113897,3.349263031,0.334926303,53.23886103,5.323886103,3.349263031,0.334926303,367067,367067,100,33036.03,81633.73578,367067,367067,100,33036.03,81633.73578
325,Broward County,Florida,1288,Other Tree Crops,Broward,6,7,"range of 5-7, really depends on crop https://sfyl.ifas.ufl.edu/sarasota-docs/ag/OrganicVegetableGardening_FruitTrees.pdf","""September 2024""",295,325,25560,23004000,0.362754304,0.03627543,3.981945473,0.398194547,60.3627543,6.03627543,3.981945473,0.398194547,25560,16660,65.1799687,1499.4,3705.094814,25560,23927,93.61111111,2153.43,5321.236712
326,Calhoun County,Florida,55707,Cotton,Calhoun,6.25,6.5,range of 6-6.5: https://nwdistrict.ifas.ufl.edu/phag/2016/04/08/getting-your-cotton-started-off-right/ ,"""September 2024""",296,326,175374,157836600,-11.6385097,-1.16385097,3.249330229,0.324933023,50.8614903,5.08614903,3.249330229,0.324933023,175374,175374,100,15783.66,39002.23877,175374,175374,100,15783.66,39002.23877
327,Charlotte County,Florida,96882,Oranges,Charlotte,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",297,327,432478,389230200,-7.685493829,-0.768549383,3.525257738,0.352525774,54.81450617,5.481450617,3.525257738,0.352525774,432478,405468,93.75459561,36492.12,90173.91261,432478,407128,94.13843016,36641.52,90543.08773
328,Citrus County,Florida,32713,Other Hay/Non Alfalfa,Citrus,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",298,328,208726,187853400,-9.981784732,-0.998178473,1.465892167,0.146589217,50.01821527,5.001821527,1.465892167,0.146589217,208726,208726,100,18785.34,46419.54503,208726,208726,100,18785.34,46419.54503
329,Clay County,Florida,1851,Other Hay/Non Alfalfa,Clay,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",299,329,104969,94472100,-13.37110957,-1.337110957,2.193956295,0.21939563,46.62889043,4.662889043,2.193956295,0.21939563,104969,104969,100,9447.21,23344.54367,104969,104969,100,9447.21,23344.54367
330,Collier County,Florida,193642,Oranges,Collier,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",300,330,461866,415679400,-6.428254082,-0.642825408,3.534659473,0.353465947,56.07174592,5.607174592,3.534659473,0.353465947,461866,455760,98.67797153,41018.4,101358.5842,461866,455814,98.68966324,41023.26,101370.5935
331,Columbia County,Florida,90312,Other Hay/Non Alfalfa,Columbia,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",301,331,430039,387035100,-8.449449934,-0.844944993,1.597660586,0.159766059,51.55055007,5.155055007,1.597660586,0.159766059,430039,430039,100,38703.51,95638.37148,430039,430039,100,38703.51,95638.37148
332,DeSoto County,Florida,411123,Oranges,DeSoto,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",302,332,1126779,1014101100,-10.01208533,-1.001208533,2.104596115,0.210459612,52.48791467,5.248791467,2.104596115,0.210459612,1126779,1126779,100,101410.11,250589.6176,1126779,1126779,100,101410.11,250589.6176
333,Dixie County,Florida,21557,Other Hay/Non Alfalfa,Dixie,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",303,333,126997,114297300,-9.327558919,-0.932755892,1.55588833,0.155588833,50.67244108,5.067244108,1.55588833,0.155588833,126997,126997,100,11429.73,28243.45295,126997,126997,100,11429.73,28243.45295
334,Duval County,Florida,5005,Other Hay/Non Alfalfa,Duval,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",304,334,64079,57671100,-15.85185474,-1.585185474,2.653565954,0.265356595,44.14814526,4.414814526,2.653565954,0.265356595,64079,64079,100,5767.11,14250.82657,64079,64079,100,5767.11,14250.82657
335,Escambia County,Florida,72816,Cotton,Escambia,6.25,6.5,range of 6-6.5: https://nwdistrict.ifas.ufl.edu/phag/2016/04/08/getting-your-cotton-started-off-right/ ,"""September 2024""",305,335,241717,217545300,-9.613198492,-0.961319849,4.122769308,0.412276931,52.88680151,5.288680151,4.122769308,0.412276931,241717,241717,100,21754.53,53756.56682,241717,241717,100,21754.53,53756.56682
336,Flagler County,Florida,14162,Potatoes,Flagler,5.5,6,"average of 5-6 https://sfyl.ifas.ufl.edu/lawn-and-garden/potatoes-home-garden/#:~:text=Potatoes%20thrive%20in%20a%20loose,table%20where%20periodic%20flooding%20occurs.","""September 2024""",306,336,121823,109640700,-9.687579521,-0.968757952,2.217507917,0.221750792,45.31242048,4.531242048,2.217507917,0.221750792,121823,121823,100,10964.07,27092.78305,121823,121823,100,10964.07,27092.78305
337,Franklin County,Florida,78,Peanuts,Franklin,6,6,https://ipmdata.ipmcenters.org/documents/cropprofiles/Flpeanuts2007.pdf,"""September 2024""",307,337,794,714600,-17.75944584,-1.775944584,1.17972703,0.117972703,42.24055416,4.224055416,1.17972703,0.117972703,794,794,100,71.46,176.5813495,794,794,100,71.46,176.5813495
338,Gadsden County,Florida,32558,Cotton,Gadsden,6.25,6.5,range of 6-6.5: https://nwdistrict.ifas.ufl.edu/phag/2016/04/08/getting-your-cotton-started-off-right/ ,"""September 2024""",308,338,160767,144690300,-9.658620861,-0.965862086,1.356926149,0.135692615,52.84137914,5.284137914,1.356926149,0.135692615,160767,160767,100,14469.03,35753.72017,160767,160767,100,14469.03,35753.72017
339,Gilchrist County,Florida,122397,Other Hay/Non Alfalfa,Gilchrist,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",309,339,414072,372664800,-9.259899245,-0.925989924,1.900758363,0.190075836,50.74010076,5.074010076,1.900758363,0.190075836,414072,414072,100,37266.48,92087.39615,414072,414072,100,37266.48,92087.39615
340,Glades County,Florida,141130,Sugarcane,Glades,6,6.5,average of 5.5-6.5 https://ufdcimages.uflib.ufl.edu/IR/00/00/34/15/00001/SC05200.pdf,"""September 2024""",310,340,1041714,937542600,-5.688773502,-0.56887735,2.110582642,0.211058264,54.3112265,5.43112265,2.110582642,0.211058264,1041714,985107,94.56597492,88659.63,219082.5232,1041714,1041714,100,93754.26,231671.617
341,Gulf County,Florida,1392,Corn,Gulf,5.9,6.2,from a range of 5.6-6.2 https://edis.ifas.ufl.edu/publication/AG202,"""September 2024""",311,341,23234,20910600,-11.51080313,-1.151080313,2.165783161,0.216578316,47.48919687,4.748919687,2.165783161,0.216578316,23234,23234,100,2091.06,5167.117222,23234,23234,100,2091.06,5167.117222
342,Hamilton County,Florida,42690,Peanuts,Hamilton,6,6,https://ipmdata.ipmcenters.org/documents/cropprofiles/Flpeanuts2007.pdf,"""September 2024""",312,342,234054,210648600,-9.901552633,-0.990155263,1.682715897,0.16827159,50.09844737,5.009844737,1.682715897,0.16827159,234054,234054,100,21064.86,52052.35664,234054,234054,100,21064.86,52052.35664
343,Hardee County,Florida,324883,Oranges,Hardee,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",313,343,1028305,925474500,-10.52546132,-1.052546132,1.68612161,0.168612161,51.97453868,5.197453868,1.68612161,0.168612161,1028305,1028305,100,92547.45,228689.5272,1028305,1028305,100,92547.45,228689.5272
344,Hendry County,Florida,436493,Oranges,Hendry,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",314,344,1911270,1720143000,-4.755050307,-0.475505031,2.870752157,0.287075216,57.74494969,5.774494969,2.870752157,0.287075216,1911270,1810538,94.72957772,162948.42,402653.9589,1911270,1911270,100,172014.3,425056.2164
345,Hernando County,Florida,45507,Other Hay/Non Alfalfa,Hernando,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",315,345,221205,199084500,-9.759431297,-0.97594313,1.646100093,0.164610009,50.2405687,5.02405687,1.646100093,0.164610009,221205,221205,100,19908.45,49194.80783,221205,221205,100,19908.45,49194.80783
346,Highlands County,Florida,420179,Oranges,Highlands,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",316,346,1512783,1361504700,-10.87971275,-1.087971275,1.840767777,0.184076778,51.62028725,5.162028725,1.840767777,0.184076778,1512783,1512783,100,136150.47,336434.8408,1512783,1512783,100,136150.47,336434.8408
347,Hillsborough County,Florida,36560,Strawberries,Hillsborough,6,6,https://bmp.ifas.ufl.edu/crop-recommendations/strawberry/,"""September 2024""",317,347,605120,544608000,-7.359244447,-0.735924445,1.939837997,0.1939838,52.64075555,5.264075555,1.939837997,0.1939838,605120,602365,99.5447184,54212.85,133962.7514,605120,602365,99.5447184,54212.85,133962.7514
348,Holmes County,Florida,102468,Other Hay/Non Alfalfa,Holmes,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",318,348,305616,275054400,-7.853669311,-0.785366931,2.716134232,0.271613423,52.14633069,5.214633069,2.716134232,0.271613423,305616,305616,100,27505.44,67967.36235,305616,305616,100,27505.44,67967.36235
349,Indian River County,Florida,166251,Citrus,Indian River,6.25,6.25,from a statewide range of 6.0-6.5,"""September 2024""",319,349,502746,452471400,-8.216459206,-0.821645921,2.297108056,0.229710806,54.28354079,5.428354079,2.297108056,0.229710806,502746,502746,100,45247.14,111808.0191,502746,502746,100,45247.14,111808.0191
350,Jackson County,Florida,231620,Cotton,Jackson,6.25,6.5,range of 6-6.5: https://nwdistrict.ifas.ufl.edu/phag/2016/04/08/getting-your-cotton-started-off-right/ ,"""September 2024""",320,350,918936,827042400,-8.462171468,-0.846217147,1.693902089,0.169390209,54.03782853,5.403782853,1.693902089,0.169390209,918936,918936,100,82704.24,204366.4471,918936,918936,100,82704.24,204366.4471
351,Jefferson County,Florida,25443,Oats,Jefferson,5.5,5.5,https://edis.ifas.ufl.edu/publication/SS163,"""September 2024""",321,351,225215,202693500,-2.694749462,-0.269474946,1.67870593,0.167870593,52.30525054,5.230525054,1.67870593,0.167870593,225215,190021,84.37315454,17101.89,42259.65316,225215,190021,84.37315454,17101.89,42259.65316
352,Lafayette County,Florida,52636,Other Hay/Non Alfalfa,Lafayette,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",322,352,206942,186247800,-9.518623576,-0.951862358,3.199906105,0.319990611,50.48137642,5.048137642,3.199906105,0.319990611,206942,206942,100,18624.78,46022.79298,206942,206942,100,18624.78,46022.79298
353,Lake County,Florida,68251,Oranges,Lake,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",323,353,714519,643067100,-10.59607022,-1.059607022,3.410690051,0.341069005,51.90392978,5.190392978,3.410690051,0.341069005,714519,714519,100,64306.71,158905.2006,714519,714519,100,64306.71,158905.2006
354,Lee County,Florida,63868,Oranges,Lee,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",324,354,202182,181963800,-7.261007409,-0.726100741,2.238477554,0.223847755,55.23899259,5.523899259,2.238477554,0.223847755,202182,193794,95.85126272,17441.46,43098.74816,202182,200532,99.18390361,18047.88,44597.24329
355,Leon County,Florida,6552,Oats,Leon,6,6,FL has extension offices county by county-- could contact each individual county if desired for more local rec,"""September 2024""",325,355,111151,100035900,-7.905003104,-0.79050031,1.555260425,0.155526042,52.0949969,5.20949969,1.555260425,0.155526042,111151,111151,100,10003.59,24719.38738,111151,111151,100,10003.59,24719.38738
356,Levy County,Florida,143244,Other Hay/Non Alfalfa,Levy,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",326,356,736021,662418900,-7.882887852,-0.788288785,1.756032896,0.17560329,52.11711215,5.211711215,1.756032896,0.17560329,736021,736019,99.99972827,66241.71,163686.6855,736021,736019,99.99972827,66241.71,163686.6855
357,Liberty County,Florida,4706,Cotton,Liberty,6.25,6.5,range of 6-6.5: https://nwdistrict.ifas.ufl.edu/phag/2016/04/08/getting-your-cotton-started-off-right/ ,"""September 2024""",327,357,42214,37992600,-13.22359881,-1.322359881,3.095175995,0.309517599,49.27640119,4.927640119,3.095175995,0.309517599,42214,42214,100,3799.26,9388.167616,42214,42214,100,3799.26,9388.167616
358,Madison County,Florida,69777,Peanuts,Madison,6,6,https://ipmdata.ipmcenters.org/documents/cropprofiles/Flpeanuts2007.pdf,"""September 2024""",328,358,477765,429988500,-9.016215085,-0.901621508,2.02053619,0.202053619,50.98378492,5.098378492,2.02053619,0.202053619,477765,477765,100,42998.85,106252.3784,477765,477765,100,42998.85,106252.3784
359,Manatee County,Florida,101726,Oranges,Manatee,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",329,359,811419,730277100,-9.316660689,-0.931666069,1.50188349,0.150188349,53.18333931,5.318333931,1.50188349,0.150188349,811419,808407,99.62879844,72756.63,179785.3892,811419,811419,100,73027.71,180455.2418
360,Marion County,Florida,25904,Peanuts,Marion,6,6,https://ipmdata.ipmcenters.org/documents/cropprofiles/Flpeanuts2007.pdf,"""September 2024""",330,360,1150604,1035543600,-8.232383166,-0.823238317,2.005153727,0.200515373,51.76761683,5.176761683,2.005153727,0.200515373,1150604,1150604,100,103554.36,255888.1701,1150604,1150604,100,103554.36,255888.1701
361,Martin County,Florida,114485,Sugarcane,Martin,6,6,average of 5.5-6.5 https://ufdcimages.uflib.ufl.edu/IR/00/00/34/15/00001/SC05200.pdf,"""September 2024""",331,361,641796,577616400,-5.223631808,-0.522363181,2.42604819,0.242604819,54.77636819,5.477636819,2.42604819,0.242604819,641796,586642,91.40630356,52797.78,130466.0403,641796,586642,91.40630356,52797.78,130466.0403
362,Miami-Dade County,Florida,101622,Other Tree Crops,Miami-Dade,6,7,"range of 5-7, really depends on crop https://sfyl.ifas.ufl.edu/sarasota-docs/ag/OrganicVegetableGardening_FruitTrees.pdf","""September 2024""",332,362,256459,230813100,7.155315275,0.715531527,1.860601485,0.186060148,67.15531527,6.715531527,1.860601485,0.186060148,256459,0,0,0,0,256459,237781,92.71696451,21400.29,52881.22149
363,Monroe County,Florida,86,Other Tree Crops,Monroe,6,7,"range of 5-7, really depends on crop https://sfyl.ifas.ufl.edu/sarasota-docs/ag/OrganicVegetableGardening_FruitTrees.pdf","""September 2024""",333,363,244,219600,0.909836066,0.090983607,4.806935049,0.480693505,60.90983607,6.090983607,4.806935049,0.480693505,244,89,36.47540984,8.01,19.79312356,244,217,88.93442623,19.53,48.25963834
364,Nassau County,Florida,7686,Other Hay/Non Alfalfa,Nassau,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",334,364,89029,80126100,-15.30979793,-1.530979793,2.227944372,0.222794437,44.69020207,4.469020207,2.227944372,0.222794437,89029,89029,100,8012.61,19799.573,89029,89029,100,8012.61,19799.573
365,Okaloosa County,Florida,33613,Other Hay/Non Alfalfa,Okaloosa,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",335,365,142816,128534400,-12.8999902,-1.28999902,2.228028632,0.222802863,47.1000098,4.71000098,2.228028632,0.222802863,142816,142816,100,12853.44,31761.51386,142816,142816,100,12853.44,31761.51386
366,Okeechobee County,Florida,65526,Other Hay/Non Alfalfa,Okeechobee,6,6,https://nwdistrict.ifas.ufl.edu/phag/wp-content/blogs.dir/7/files/2013/10/13-Wheat-Production-Guide.pdf,"""September 2024""",336,366,1202081,1081872900,-6.77145966,-0.677145966,2.004019501,0.20040195,53.22854034,5.322854034,2.004019501,0.20040195,1202081,1202081,100,108187.29,267336.3793,1202081,1202081,100,108187.29,267336.3793
367,Orange County,Florida,23237,Oranges,Orange,6.25,6.5,from a statewide range of 6.0-6.5 https://edis.ifas.ufl.edu/publication/SS669,"""September 2024""",337,367,280907,252816300,-12.97139089,-1.297139089,2.982857484,0.298285748,49.52860911,4.952860911,2.982857484,0.298285748,280907,280907,100,25281.63,62472.21302,280907,280907,100,25281.63,62472.21302
