County_Num,County_Full,State_1,MostCom_Crop_Count,Crop,County,Average_Rec,Max_Rec,Notes and URL,Time_Checked,FID_1,OBJECTID,COUNT,AREA,MeanDeltaTimesTen,EBK_minus_avg_rec_mean,STDDeltaTimesTen,EBK_minus_avg_rec_STD,MEANEBKtimesTen,MeanEBK,STDEBKtimesTen,STDEBK,Total_Sum,Sum_Under_Average,Percentage_Under_Average,Hectares_Under,Acres_Under,Total_Sum,Sum_Under_Max,Percentage_Under_Max,Hectares_Under,Acres_Under
508,Rockdale County,Georgia,1911,Other Hay/Non Alfalfa,Rockdale,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",508,478,38465,34618500,-9.265748083,-0.926574808,0.450530057,0.045053006,50.73425192,5.073425192,0.450530057,0.045053006,38465,38465,100,3461.85,8554.410086,38465,38465,100,3461.85,8554.410086
509,Schley County,Georgia,34585,Other Hay/Non Alfalfa,Schley,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",509,479,89185,80266500,-6.514626899,-0.65146269,1.040736503,0.10407365,53.4853731,5.34853731,1.040736503,0.10407365,89185,89185,100,8026.65,19834.26657,89185,89185,100,8026.65,19834.26657
510,Screven County,Georgia,165755,Cotton,Screven,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",510,480,479450,431505000,-8.142659297,-0.81426593,0.531098558,0.053109856,51.8573407,5.18573407,0.531098558,0.053109856,479450,479450,100,43150.5,106627.1134,479450,479450,100,43150.5,106627.1134
511,Seminole County,Georgia,152529,Cotton,Seminole,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",511,481,427640,384876000,-2.701931531,-0.270193153,2.173768586,0.217376859,57.29806847,5.729806847,2.173768586,0.217376859,427640,277000,64.77410906,24930,61603.31714,427640,277000,64.77410906,24930,61603.31714
512,Spalding County,Georgia,7189,Other Hay/Non Alfalfa,Spalding,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",512,482,137868,124081200,-7.85805263,-0.785805263,0.35460417,0.035460417,52.14194737,5.214194737,0.35460417,0.035460417,137868,137868,100,12408.12,30661.10515,137868,137868,100,12408.12,30661.10515
513,Stephens County,Georgia,3934,Other Hay/Non Alfalfa,Stephens,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",513,483,80370,72333000,-5.198618888,-0.519861889,0.445268025,0.044526803,54.80138111,5.480138111,0.445268025,0.044526803,80370,80370,100,7233.3,17873.85776,80370,80370,100,7233.3,17873.85776
514,Stewart County,Georgia,34780,Cotton,Stewart,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",514,484,126412,113770800,-2.506581654,-0.250658165,1.342483461,0.134248346,57.49341835,5.749341835,1.342483461,0.134248346,126412,112586,89.06274721,10132.74,25038.52369,126412,112586,89.06274721,10132.74,25038.52369
515,Sumter County,Georgia,160682,Cotton,Sumter,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",515,485,576464,518817600,-6.696746024,-0.669674602,0.537376706,0.053737671,53.30325398,5.330325398,0.537376706,0.053737671,576464,576464,100,51881.76,128202.5076,576464,576464,100,51881.76,128202.5076
516,Talbot County,Georgia,5364,Other Hay/Non Alfalfa,Talbot,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",516,486,70308,63277200,-6.001422313,-0.600142231,0.594797592,0.059479759,53.99857769,5.399857769,0.594797592,0.059479759,70308,70308,100,6327.72,15636.12282,70308,70308,100,6327.72,15636.12282
517,Taliaferro County,Georgia,6368,Other Hay/Non Alfalfa,Taliaferro,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",517,487,45644,41079600,-9.120169135,-0.912016914,0.325159213,0.032515921,50.87983086,5.087983086,0.325159213,0.032515921,45644,45644,100,4107.96,10150.98125,45644,45644,100,4107.96,10150.98125
518,Tattnall County,Georgia,82460,Cotton,Tattnall,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",518,488,352336,317102400,-9.750034058,-0.975003406,1.35406055,0.135406055,50.24996594,5.024996594,1.35406055,0.135406055,352336,352336,100,31710.24,78357.64024,352336,352336,100,31710.24,78357.64024
519,Taylor County,Georgia,58535,Other Hay/Non Alfalfa,Taylor,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",519,489,190869,171782100,-7.293515448,-0.729351545,0.597841691,0.059784169,52.70648455,5.270648455,0.597841691,0.059784169,190869,190869,100,17178.21,42448.24382,190869,190869,100,17178.21,42448.24382
520,Telfair County,Georgia,67852,Cotton,Telfair,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",520,490,224916,202424400,-8.063966103,-0.80639661,1.992577594,0.199257759,51.9360339,5.19360339,1.992577594,0.199257759,224916,224916,100,20242.44,50020.11436,224916,224916,100,20242.44,50020.11436
521,Terrell County,Georgia,151636,Cotton,Terrell,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",521,491,422916,380624400,-4.830212146,-0.483021215,0.846154359,0.084615436,55.16978785,5.516978785,0.846154359,0.084615436,422916,422916,100,38062.44,94054.25441,422916,422916,100,38062.44,94054.25441
522,Thomas County,Georgia,191882,Cotton,Thomas,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",522,492,440788,396709200,-2.095928201,-0.20959282,1.277944777,0.127794478,57.9040718,5.79040718,1.277944777,0.127794478,440788,408170,92.60007078,36735.3,90774.82295,440788,408170,92.60007078,36735.3,90774.82295
523,Tift County,Georgia,144808,Cotton,Tift,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",523,493,345736,311162400,-5.453597543,-0.545359754,1.311904072,0.131190407,54.54640246,5.454640246,1.311904072,0.131190407,345736,345736,100,31116.24,76889.83557,345736,345736,100,31116.24,76889.83557
524,Toombs County,Georgia,59245,Cotton,Toombs,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",524,494,276571,248913900,-10.32531972,-1.032531972,1.140409092,0.114040909,49.67468028,4.967468028,1.140409092,0.114040909,276571,276571,100,24891.39,61507.90984,276571,276571,100,24891.39,61507.90984
525,Towns County,Georgia,5913,Other Hay/Non Alfalfa,Towns,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",525,495,39170,35253000,-4.778912433,-0.477891243,1.149167836,0.114916784,55.22108757,5.522108757,1.149167836,0.114916784,39170,39170,100,3525.3,8711.198312,39170,39170,100,3525.3,8711.198312
526,Treutlen County,Georgia,21355,Cotton,Treutlen,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",526,496,75902,68311800,-6.845511317,-0.684551132,1.888957333,0.188895733,53.15448868,5.315448868,1.888957333,0.188895733,75902,75902,100,6831.18,16880.19847,75902,75902,100,6831.18,16880.19847
527,Troup County,Georgia,2025,Other Hay/Non Alfalfa,Troup,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",527,497,160443,144398700,-6.009716846,-0.600971685,0.497244399,0.04972444,53.99028315,5.399028315,0.497244399,0.04972444,160443,160443,100,14439.87,35681.6643,160443,160443,100,14439.87,35681.6643
528,Turner County,Georgia,153259,Cotton,Turner,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",528,498,388602,349741800,-6.321858868,-0.632185887,0.467607616,0.046760762,53.67814113,5.367814113,0.467607616,0.046760762,388602,388602,100,34974.18,86423.0045,388602,388602,100,34974.18,86423.0045
529,Twiggs County,Georgia,23428,Cotton,Twiggs,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",529,499,112145,100930500,-6.611645637,-0.661164564,2.859462354,0.285946235,53.38835436,5.338835436,2.859462354,0.285946235,112145,112145,100,10093.05,24940.44766,112145,112145,100,10093.05,24940.44766
530,Union County,Georgia,19374,Other Hay/Non Alfalfa,Union,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",530,500,90029,81026100,-3.032878295,-0.303287829,0.506680211,0.050668021,56.96712171,5.696712171,0.506680211,0.050668021,90029,90029,100,8102.61,20021.96765,90029,90029,100,8102.61,20021.96765
531,Upson County,Georgia,10473,Other Hay/Non Alfalfa,Upson,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",531,501,137112,123400800,-9.735705117,-0.973570512,0.696948926,0.069694893,50.26429488,5.026429488,0.696948926,0.069694893,137112,137112,100,12340.08,30492.9748,137112,137112,100,12340.08,30492.9748
532,Walker County,Georgia,19988,Other Hay/Non Alfalfa,Walker,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",532,502,311982,280783800,-8.046493067,-0.804649307,1.097894714,0.109789471,51.95350693,5.195350693,1.097894714,0.109789471,311982,311982,100,28078.38,69383.12667,311982,311982,100,28078.38,69383.12667
533,Walton County,Georgia,36065,Other Hay/Non Alfalfa,Walton,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",533,503,272316,245084400,-7.449966216,-0.744996622,0.734413659,0.073441366,52.55003378,5.255003378,0.734413659,0.073441366,272316,272316,100,24508.44,60561.62061,272316,272316,100,24508.44,60561.62061
534,Ware County,Georgia,36092,Cotton,Ware,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",534,504,135093,121583700,-10.97426217,-1.097426217,0.964292228,0.096429223,49.02573783,4.902573783,0.964292228,0.096429223,135093,135093,100,12158.37,30043.96001,135093,135093,100,12158.37,30043.96001
535,Warren County,Georgia,19042,Other Hay/Non Alfalfa,Warren,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",535,505,120167,108150300,-9.564897185,-0.956489718,0.533214842,0.053321484,50.43510282,5.043510282,0.533214842,0.053321484,120167,120167,100,10815.03,26724.49751,120167,120167,100,10815.03,26724.49751
536,Washington County,Georgia,63826,Other Hay/Non Alfalfa,Washington,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",536,506,308471,277623900,-11.17194809,-1.117194809,0.643094965,0.064309496,48.82805191,4.882805191,0.643094965,0.064309496,308471,308471,100,27762.39,68602.29907,308471,308471,100,27762.39,68602.29907
537,Wayne County,Georgia,65227,Cotton,Wayne,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",537,507,200566,180509400,-11.64478027,-1.164478027,0.623607492,0.062360749,48.35521973,4.835521973,0.623607492,0.062360749,200566,200566,100,18050.94,44604.80471,200566,200566,100,18050.94,44604.80471
538,Webster County,Georgia,41436,Cotton,Webster,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",538,508,149636,134672400,-4.629794969,-0.462979497,0.672004469,0.067200447,55.37020503,5.537020503,0.672004469,0.067200447,149636,149636,100,13467.24,33278.24536,149636,149636,100,13467.24,33278.24536
539,Wheeler County,Georgia,38641,Cotton,Wheeler,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",539,509,107955,97159500,-7.322764115,-0.732276411,1.961529895,0.19615299,52.67723589,5.267723589,1.961529895,0.19615299,107955,107955,100,9715.95,24008.61409,107955,107955,100,9715.95,24008.61409
540,White County,Georgia,6089,Corn,White,6.25,6.5,"Range of 6.0-6.5, inhibited by a pH of less than 5.7 https://extension.uga.edu/publications/detail.html?number=C905&title=growing-home-garden-sweet-corn#:~:text=Sweet%20corn%20thrives%20best%20in,a%20spade%2C%20plow%20or%20rototiller.","""September 2024""",540,510,90369,81332100,-3.941334971,-0.394133497,1.12438985,0.112438985,58.55866503,5.855866503,1.12438985,0.112438985,90369,90369,100,8133.21,20097.58183,90369,90369,100,8133.21,20097.58183
541,Whitfield County,Georgia,6781,Other Hay/Non Alfalfa,Whitfield,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",541,511,181545,163390500,-6.594734088,-0.659473409,1.441932823,0.144193282,53.40526591,5.340526591,1.441932823,0.144193282,181545,181545,100,16339.05,40374.63614,181545,181545,100,16339.05,40374.63614
542,Wilcox County,Georgia,152546,Cotton,Wilcox,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",542,512,367583,330824700,-6.457512997,-0.6457513,1.278371166,0.127837117,53.542487,5.3542487,1.278371166,0.127837117,367583,367583,100,33082.47,81748.49142,367583,367583,100,33082.47,81748.49142
543,Wilkes County,Georgia,30796,Other Hay/Non Alfalfa,Wilkes,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",543,513,231710,208539000,-8.791113892,-0.879111389,0.838323737,0.083832374,51.20888611,5.120888611,0.838323737,0.083832374,231710,231710,100,20853.9,51531.06359,231710,231710,100,20853.9,51531.06359
544,Wilkinson County,Georgia,17599,Other Hay/Non Alfalfa,Wilkinson,6,6.5,"Range of 5.5-6.5: https://extension.uga.edu/publications/detail.html?number=B911&title=bermudagrass-in-georgia#:~:text=Severe%20weed%20competition.-,Fertilization,to%20maintain%20soil%20fertility%20levels. ","""September 2024""",544,514,72983,65684700,-11.57573682,-1.157573682,1.560218186,0.156021819,48.42426318,4.842426318,1.560218186,0.156021819,72983,72983,100,6568.47,16231.0285,72983,72983,100,6568.47,16231.0285
545,Worth County,Georgia,332972,Cotton,Worth,6,6,https://site.extension.uga.edu/colquittag/files/2024/02/2024-Cotton-Production-Guide.pdf,"""September 2024""",545,515,710587,639528300,-5.173508663,-0.517350866,1.231445067,0.123144507,54.82649134,5.482649134,1.231445067,0.123144507,710587,710587,100,63952.83,158030.7448,710587,710587,100,63952.83,158030.7448
551,Ada County,Idaho,80972,Alfalfa,Ada,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",551,516,324411,291969900,12.28625262,1.228625262,1.083196711,0.108319671,73.78625262,7.378625262,1.083196711,0.108319671,324411,0,0,0,0,324411,0,0,0,0
552,Adams County,Idaho,36845,Alfalfa,Adams,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",552,517,116249,104624100,15.74359779,1.574359779,1.181576107,0.118157611,77.24359779,7.724359779,1.181576107,0.118157611,116249,0,0,0,0,116249,0,0,0,0
553,Bannock County,Idaho,287031,Alfalfa,Bannock,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",553,518,463871,417483900,15.75634498,1.575634498,2.117539233,0.211753923,77.25634498,7.725634498,2.117539233,0.211753923,463871,0,0,0,0,463871,0,0,0,0
554,Bear Lake County,Idaho,217413,Alfalfa,Bear Lake,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",554,519,288666,259799400,18.43589824,1.843589824,1.479159286,0.147915929,79.93589824,7.993589824,1.479159286,0.147915929,288666,0,0,0,0,288666,0,0,0,0
555,Benewah County,Idaho,86744,Winter Wheat,Benewah,5.1,5.1,Stated minimum https://www.uidaho.edu/extension/publications/publication-detail?id=cis0785,"""September 2024""",555,520,290230,261207000,4.092326775,0.409232678,0.886086762,0.088608676,55.09232678,5.509232678,0.886086762,0.088608676,290230,0,0,0,0,290230,0,0,0,0
556,Bingham County,Idaho,487871,Alfalfa,Bingham,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",556,521,1647460,1482714000,13.26955738,1.326955738,0.771596861,0.077159686,74.76955738,7.476955738,0.771596861,0.077159686,1647460,0,0,0,0,1647460,0,0,0,0
557,Blaine County,Idaho,178044,Alfalfa,Blaine,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",557,522,309530,278577000,12.55371693,1.255371693,1.686853553,0.168685355,74.05371693,7.405371693,1.686853553,0.168685355,309530,0,0,0,0,309530,0,0,0,0
558,Boise County,Idaho,5484,Alfalfa,Boise,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",558,523,10202,9181800,8.715447951,0.871544795,2.054931894,0.205493189,70.21544795,7.021544795,2.054931894,0.205493189,10202,0,0,0,0,10202,0,0,0,0
559,Bonner County,Idaho,44115,Other Hay/Non Alfalfa,Bonner,5,5,Listed minimum for bluegrass: https://www.uidaho.edu/-/media/uidaho-responsive/files/extension/publications/cis/cis0788.pdf?la=en&rev=bcf814a4c62a41cca5804f2dcccd4c73,"""September 2024""",559,524,80242,72217800,13.58083049,1.358083049,4.189948927,0.418994893,63.58083049,6.358083049,4.189948927,0.418994893,80242,0,0,0,0,80242,0,0,0,0
560,Bonneville County,Idaho,314479,Barley,Bonneville,5.3,5.3,Listed minimum Listed minimum: https://www.uidaho.edu/-/media/UIdaho-Responsive/Files/Extension/publications/cis/cis0920.pdf?la=en,"""September 2024""",560,525,1059671,953703900,22.84276063,2.284276063,1.065994229,0.106599423,75.84276063,7.584276063,1.065994229,0.106599423,1059671,0,0,0,0,1059671,0,0,0,0
561,Boundary County,Idaho,74669,Alfalfa,Boundary,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",561,526,234205,210784500,10.04464678,1.004464678,0.8053174,0.08053174,71.54464678,7.154464678,0.8053174,0.08053174,234205,0,0,0,0,234205,0,0,0,0
562,Butte County,Idaho,207688,Alfalfa,Butte,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",562,527,341558,307402200,14.44864123,1.444864123,1.067977812,0.106797781,75.94864123,7.594864123,1.067977812,0.106797781,341558,0,0,0,0,341558,0,0,0,0
563,Camas County,Idaho,353638,Alfalfa,Camas,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",563,528,323492,291142800,9.020408542,0.902040854,0.933152456,0.093315246,70.52040854,7.052040854,0.933152456,0.093315246,323492,0,0,0,0,323492,0,0,0,0
564,Canyon County,Idaho,252583,Alfalfa,Canyon,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",564,529,1114001,1002600900,14.72209136,1.472209136,1.143841942,0.114384194,76.22209136,7.622209136,1.143841942,0.114384194,1114001,0,0,0,0,1114001,0,0,0,0
565,Caribou County,Idaho,264875,Barley,Caribou,5.3,5.3,Listed minimum Listed minimum: https://www.uidaho.edu/-/media/UIdaho-Responsive/Files/Extension/publications/cis/cis0920.pdf?la=en,"""September 2024""",565,530,791093,711983700,23.09018535,2.309018535,1.581710439,0.158171044,76.09018535,7.609018535,1.581710439,0.158171044,791093,0,0,0,0,791093,0,0,0,0
566,Cassia County,Idaho,409103,Alfalfa,Cassia,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",566,531,1543369,1389032100,17.24455688,1.724455688,1.180157948,0.118015795,78.74455688,7.874455688,1.180157948,0.118015795,1543369,0,0,0,0,1543369,0,0,0,0
567,Clark County,Idaho,142339,Alfalfa,Clark,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",567,532,209237,188313300,16.12431119,1.612431119,1.355189554,0.135518955,77.62431119,7.762431119,1.355189554,0.135518955,209237,0,0,0,0,209237,0,0,0,0
568,Clearwater County,Idaho,44716,Other Hay/Non Alfalfa,Clearwater,5,5,Listed minimum for bluegrass: https://www.uidaho.edu/-/media/uidaho-responsive/files/extension/publications/cis/cis0788.pdf?la=en&rev=bcf814a4c62a41cca5804f2dcccd4c73,"""September 2024""",568,533,140507,126456300,6.712526778,0.671252678,2.355515285,0.235551529,56.71252678,5.671252678,2.355515285,0.235551529,140507,0,0,0,0,140507,0,0,0,0
569,Custer County,Idaho,142673,Alfalfa,Custer,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",569,534,261932,235738800,13.25744468,1.325744468,0.731100497,0.07311005,74.75744468,7.475744468,0.731100497,0.07311005,261932,0,0,0,0,261932,0,0,0,0
570,Elmore County,Idaho,187678,Alfalfa,Elmore,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",570,535,567476,510728400,10.29949637,1.029949637,0.819860983,0.081986098,71.79949637,7.179949637,0.819860983,0.081986098,567476,0,0,0,0,567476,0,0,0,0
571,Franklin County,Idaho,258774,Alfalfa,Franklin,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",571,536,443469,399122100,20.34571188,2.034571188,0.619089741,0.061908974,81.84571188,8.184571188,0.619089741,0.061908974,443469,0,0,0,0,443469,0,0,0,0
572,Fremont County,Idaho,311312,Barley,Fremont,5.3,5.3,Listed minimum: https://www.uidaho.edu/-/media/UIdaho-Responsive/Files/Extension/publications/cis/cis0920.pdf?la=en,"""September 2024""",572,537,747606,672845400,18.10803685,1.810803685,3.928302454,0.392830245,71.10803685,7.110803685,3.928302454,0.392830245,747606,0,0,0,0,747606,0,0,0,0
573,Gem County,Idaho,65839,Alfalfa,Gem,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",573,538,210640,189576000,12.2265809,1.22265809,1.231309128,0.123130913,73.7265809,7.37265809,1.231309128,0.123130913,210640,0,0,0,0,210640,0,0,0,0
574,Gooding County,Idaho,251718,Corn,Gooding,5.5,5.5,"Posted minimum; from OSU extension, since Idaho has nothing at all https://extension.oregonstate.edu/catalog/pub/em-8978-silage-corn-nutrient-management-guide-western-oregon#soil-ph-liming","""September 2024""",574,539,619131,557217900,19.78837274,1.978837274,0.700892788,0.070089279,74.78837274,7.478837274,0.700892788,0.070089279,619131,0,0,0,0,619131,0,0,0,0
575,Idaho County,Idaho,293869,Winter Wheat,Idaho,5.1,5.1,Stated minimum https://www.uidaho.edu/extension/publications/publication-detail?id=cis0785,"""September 2024""",575,540,811576,730418400,6.659001745,0.665900174,1.342504405,0.134250441,57.65900174,5.765900174,1.342504405,0.134250441,811576,0,0,0,0,811576,0,0,0,0
576,Jefferson County,Idaho,547021,Alfalfa,Jefferson,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",576,541,1125779,1013201100,15.91567395,1.591567395,0.535913538,0.053591354,77.41567395,7.741567395,0.535913538,0.053591354,1125779,0,0,0,0,1125779,0,0,0,0
577,Jerome County,Idaho,247491,Alfalfa,Jerome,6.15,6.5,Range from 5.8-6.5. https://webpages.uidaho.edu/jbrown/plsc407/images/PP/PlSc-407-class29-30-Alfalfa-Forage-2014.pdf ,"""September 2024""",577,542,848477,763629300,15.24039956,1.524039956,0.934407562,0.093440756,76.74039956,7.674039956,0.934407562,0.093440756,848477,0,0,0,0,848477,0,0,0,0
578,Kootenai County,Idaho,93585,Other Hay/Non Alfalfa,Kootenai,5,5,Listed minimum for bluegrass: https://www.uidaho.edu/-/media/uidaho-responsive/files/extension/publications/cis/cis0788.pdf?la=en&rev=bcf814a4c62a41cca5804f2dcccd4c73,"""September 2024""",578,543,277887,250098300,5.3056962,0.53056962,0.648678685,0.064867868,55.3056962,5.53056962,0.648678685,0.064867868,277887,0,0,0,0,277887,0,0,0,0
